Date,JKS.csv,^SPX.csv,ARWR.csv,PDD.csv,GNRC.csv,JD.csv,IDXX.csv,CUB.csv,CPRT.csv
2019-09-20,20.37,2992.07,28.86,34.08,79.99,30.94,274.17,71.70100000000002,82.58
2019-09-19,20.77,3006.79,29.09,34.62,79.98,31.05,273.79,72.19800000000002,82.23
2019-09-18,20.38,3006.73,29.28,34.37,81.33,31.04,272.73,72.586,82.57
2019-09-17,20.33,3005.7,29.54,35.43,82.26,31.17,271.86,72.616,83.44
2019-09-16,20.31,2997.96,29.44,34.73,82.26,30.85,265.64,72.566,82.18
2019-09-13,19.56,3007.39,29.95,35.9,83.23,31.23,265.47,71.293,81.81
2019-09-12,19.14,3009.57,30.14,36.16,82.89,31.52,271.05,69.89,80.88
2019-09-11,19.4,3000.93,30.89,36.67,83.02,31.07,270.99,68.518,80.75
2019-09-10,19.16,2979.39,28.72,34.85,80.72,30.87,267.63,66.23899999999999,80.96
2019-09-09,19.64,2978.43,28.7,34.98,80.87,31.48,267.2,66.96600000000001,82.29
2019-09-06,21.14,2978.71,31.51,34.98,79.84,31.08,288.47,66.64699999999999,81.38
2019-09-05,22.45,2976.0,31.84,34.87,80.31,30.84,289.93,68.328,80.61
2019-09-04,22.47,2937.78,34.24,34.0,75.79,29.88,288.9,67.97,75.66
2019-09-03,21.0,2906.27,33.23,33.25,73.79,29.45,286.08,69.393,74.76
2019-08-30,21.87,2926.46,34.17,32.77,77.99,30.5,289.74,68.906,75.39
2019-08-29,20.19,2924.58,34.86,33.61,77.19,30.74,289.29,68.736,75.74
2019-08-28,19.8,2887.94,34.36,30.93,76.71,30.3,285.56,68.02,75.01
2019-08-27,19.23,2869.16,32.92,30.87,75.05,29.92,284.77,68.229,74.63
2019-08-26,19.0,2878.38,32.22,30.61,74.97,29.74,277.13,68.23899999999999,73.78
2019-08-23,18.5,2847.11,30.88,29.49,74.77,28.77,270.44,67.821,73.68
2019-08-22,19.25,2922.95,32.12,30.59,76.28,29.49,279.88,70.135,76.24
2019-08-21,19.83,2924.43,34.5,30.11,74.65,30.74,280.96,70.234,76.87
2019-08-20,19.73,2900.51,33.72,25.96,74.13,31.42,281.41,68.934,75.79
2019-08-19,19.63,2923.65,33.72,25.57,74.34,31.58,279.53,69.142,76.18
2019-08-16,19.34,2888.68,31.19,25.01,73.77,31.29,275.41,67.921,75.5
2019-08-15,18.28,2847.6,29.18,23.87,71.92,30.16,273.07,66.75,74.55
2019-08-14,18.05,2840.6,29.78,23.56,71.97,29.63,269.81,65.817,74.31
2019-08-13,19.6,2926.32,29.63,23.78,73.26,30.66,280.91,67.931,76.29
2019-08-12,19.88,2883.75,29.26,22.36,72.42,27.16,275.78,68.626,75.29
2019-08-09,20.35,2918.65,29.05,22.6,73.0,27.1,278.86,70.293,75.62
2019-08-08,20.74,2938.09,29.14,22.81,73.35,27.54,275.57,69.906,75.64
2019-08-07,19.95,2883.98,28.75,22.13,72.47,26.57,267.87,71.376,75.05
2019-08-06,18.93,2881.77,28.5,21.96,72.08,26.48,270.38,65.875,74.6
2019-08-05,18.61,2844.74,27.24,22.17,70.0,26.17,260.07,62.899,73.4
2019-08-02,19.9,2932.05,29.12,22.99,71.0,28.01,268.71,64.595,76.14
2019-08-01,20.05,2953.56,29.53,22.66,70.92,28.61,268.3,65.20100000000001,76.74
2019-07-31,19.59,2980.38,29.06,22.27,72.3,29.91,282.05,65.718,77.53
2019-07-30,20.08,3013.18,29.55,21.95,73.25,30.42,286.05,65.865,77.82
2019-07-29,19.95,3020.97,28.67,21.91,72.49,31.39,284.91,66.72,78.3
2019-07-26,19.54,3025.86,29.52,21.61,73.5,31.55,283.94,67.494,79.43
2019-07-25,19.21,3003.67,28.79,21.51,72.8,31.83,283.56,68.15,79.14
2019-07-24,20.03,3019.56,29.23,20.93,72.66,32.2,285.4,68.18,79.37
2019-07-23,20.43,3005.47,29.78,20.99,73.0,31.85,286.82,66.17399999999999,79.23
2019-07-22,20.88,2985.03,29.98,20.14,71.49,30.66,287.07,66.918,78.24
2019-07-19,20.23,2976.61,29.17,20.05,71.11,30.99,284.69,66.015,77.51
2019-07-18,20.43,2995.11,29.63,20.19,70.88,30.58,289.85,66.125,77.81
2019-07-17,20.7,2984.42,28.52,19.97,68.69,30.71,284.73,66.402,77.04
2019-07-16,20.26,3004.04,28.16,20.12,71.56,30.72,283.66,66.165,77.47
2019-07-15,20.3,3014.3,27.8,19.35,71.51,31.03,284.08,66.125,77.5
2019-07-12,20.09,3013.77,27.15,19.14,70.52,31.08,284.24,66.94800000000001,77.33
2019-07-11,19.99,2999.91,26.29,19.34,69.08,30.51,285.46,66.17399999999999,76.79
2019-07-10,21.61,2993.07,26.58,19.84,69.79,30.71,282.53,66.898,75.78
2019-07-09,22.24,2979.63,26.78,20.48,70.41,30.75,279.55,66.859,75.26
2019-07-08,22.39,2975.95,26.26,20.04,70.74,30.57,276.75,66.313,74.14
2019-07-05,23.16,2990.41,26.53,20.29,71.11,31.03,278.49,66.512,74.6
2019-07-03,22.62,2995.82,26.78,20.09,71.08,31.5,278.87,65.965,74.97
2019-07-02,22.77,2973.01,26.35,20.31,70.82,31.45,277.01,65.191,74.8
2019-07-01,22.43,2964.33,26.49,20.64,70.5,31.19,280.16,64.516,74.97
2019-06-28,21.69,2941.76,26.5,20.63,69.41,30.29,275.33,64.01,74.74
2019-06-27,22.28,2924.92,28.82,20.76,69.77,30.29,272.05,62.61,73.36
2019-06-26,21.75,2913.78,27.7,20.45,68.49,30.14,269.89,61.806,73.39
2019-06-25,20.98,2917.38,27.52,20.54,68.87,28.5,271.31,61.617,73.38
2019-06-24,22.45,2945.35,27.5,20.75,68.92,28.91,275.01,61.756,73.77
2019-06-21,22.25,2950.46,28.12,21.05,68.61,29.06,273.93,62.739,73.94
2019-06-20,22.65,2954.18,27.29,20.95,67.79,29.12,272.88,61.449,74.75
2019-06-19,23.4,2926.46,27.51,20.96,65.83,28.66,274.28,60.158,74.07
2019-06-18,23.27,2917.75,27.89,20.89,65.4,28.26,269.72,60.0,73.37
2019-06-17,22.6,2889.67,26.45,20.59,64.26,27.33,268.25,58.877,73.22
2019-06-14,24.63,2886.98,25.82,20.51,64.75,27.05,267.74,60.694,73.81
2019-06-13,24.71,2891.64,26.13,20.47,65.44,27.54,267.16,62.223,74.77
2019-06-12,24.02,2879.84,26.37,20.41,63.1,27.24,265.05,61.617,74.79
2019-06-11,23.57,2885.72,26.99,20.05,62.57,28.0,263.93,61.488,73.69
2019-06-10,23.78,2886.73,26.54,20.2,62.75,27.26,268.47,59.493,74.84
2019-06-07,23.0,2873.34,27.05,19.78,60.22,26.8,264.92,59.364,74.65
2019-06-06,22.78,2843.49,26.61,19.37,58.83,26.24,259.68,59.165,73.74
2019-06-05,22.7,2826.15,26.42,19.13,58.11,26.19,256.6,59.344,73.07
2019-06-04,23.0,2803.27,25.55,19.28,57.87,26.8,252.88,59.254,72.37
2019-06-03,21.27,2744.45,24.41,19.03,55.82,25.76,245.59,57.11,71.3
2019-05-31,20.11,2752.06,23.71,19.42,55.15,25.76,249.77,56.008,71.48
2019-05-30,19.88,2788.86,24.6,19.65,55.85,26.35,249.7,55.979,71.55
2019-05-29,19.26,2783.02,24.99,19.98,55.69,26.01,247.45,55.969,70.49
2019-05-28,19.48,2802.39,25.02,20.23,56.45,26.27,246.85,57.279,71.7
2019-05-24,18.16,2826.06,24.04,20.28,56.5,26.32,256.11,58.302,70.99
2019-05-23,17.65,2822.24,21.97,20.53,56.24,26.7,253.57,57.905,69.94
2019-05-22,19.07,2856.27,21.79,20.46,57.1,28.23,250.38,60.397,64.79
2019-05-21,18.86,2864.36,21.35,21.52,57.03,29.05,249.33,60.525,65.94
2019-05-20,17.94,2840.23,18.94,20.78,56.46,28.36,248.54,60.754,65.36
2019-05-17,17.63,2859.53,19.46,22.7,56.55,29.31,249.56,61.429,65.6
2019-05-16,17.99,2876.32,19.47,22.86,57.18,30.46,251.97,61.548,67.07
2019-05-15,17.4,2850.96,19.17,22.03,56.64,30.44,249.55,62.889,66.31
2019-05-14,17.69,2834.41,18.6,22.15,56.92,29.67,246.18,62.51,65.8
2019-05-13,17.38,2811.87,18.025,20.75,57.08,28.18,242.62,60.158,65.23
2019-05-10,18.61,2881.4,19.51,22.4,58.08,28.17,247.83,59.205,66.87
2019-05-09,18.42,2870.72,19.45,23.13,58.08,27.51,246.22,58.112,66.35
2019-05-08,18.54,2879.42,18.33,23.19,58.04,26.89,245.79,58.372,66.22
2019-05-07,19.69,2884.05,18.01,22.82,58.75,27.13,245.45,58.769,66.0
2019-05-06,19.25,2932.47,18.55,23.74,59.39,28.7,251.88,59.066,67.02
2019-05-03,20.99,2945.64,18.14,23.96,59.99,30.05,250.47,59.245,67.11
2019-05-02,19.53,2917.52,17.81,23.13,57.5,29.99,242.34,56.306,66.74
2019-05-01,19.18,2923.73,17.43,23.3,54.82,30.2,234.06,55.74,66.01
2019-04-30,19.46,2945.83,17.98,22.23,54.99,30.27,232.0,56.36600000000001,67.32
2019-04-29,19.42,2943.03,18.34,22.28,54.99,29.865,230.68,56.06800000000001,67.08
2019-04-26,19.79,2939.88,19.0,21.92,55.34,29.13,232.47,55.86,66.86
2019-04-25,19.73,2926.17,19.05,23.07,54.78,29.2,227.59,55.136,65.76
2019-04-24,19.71,2927.25,18.94,23.94,56.27,29.66,224.58,56.207,66.53
2019-04-23,19.7,2933.68,19.07,24.43,55.51,29.78,224.45,55.76,65.86
2019-04-22,19.76,2907.97,18.53,24.0,54.33,29.65,221.59,53.854,64.99
2019-04-18,19.03,2905.03,18.17,23.55,55.02,30.01,218.49,53.924,65.06
2019-04-17,19.03,2900.45,18.38,23.02,54.48,29.85,215.53,53.041,64.8
2019-04-16,18.57,2907.06,19.25,22.5,53.98,29.91,222.17,54.609,65.18
2019-04-15,17.98,2905.58,18.65,22.01,54.36,29.66,225.22,54.857,65.21
2019-04-12,17.71,2907.41,18.32,21.69,54.93,30.57,225.32,55.553,65.37
2019-04-11,17.17,2888.32,19.05,21.67,54.61,30.2,223.76,55.343,64.89
2019-04-10,18.57,2888.21,19.49,21.95,54.06,30.17,224.52,55.601000000000006,64.27
2019-04-09,19.53,2878.2,19.22,22.35,53.42,30.9,224.78,55.403,64.24
2019-04-08,19.86,2895.77,19.75,21.83,54.5,30.79,227.75,55.403,64.64
2019-04-05,19.87,2892.74,19.98,21.6,53.83,31.24,227.77,56.405,63.95
2019-04-04,19.82,2879.39,19.35,22.6,53.0,30.25,225.93,56.207,62.99
2019-04-03,19.87,2873.4,19.49,23.51,52.39,30.31,227.58,55.224,63.73
2019-04-02,19.3,2867.24,18.78,24.46,52.15,30.29,224.92,55.224,63.16
2019-04-01,18.85,2867.19,18.3,24.67,52.66,31.26,225.12,56.008,62.18
2019-03-29,18.0,2834.4,18.35,24.8,51.23,30.15,223.6,55.83,60.59
2019-03-28,17.61,2815.44,18.09,23.32,50.76,29.41,220.56,54.53,59.87
2019-03-27,16.98,2805.37,17.76,23.61,50.48,29.16,218.84,54.31100000000001,59.7
2019-03-26,16.82,2818.46,18.42,23.36,50.44,28.81,220.0,54.738,60.26
2019-03-25,17.35,2798.36,18.07,23.34,49.58,28.39,219.24,54.173,59.53
2019-03-22,17.14,2800.71,17.77,23.5,49.73,28.0,219.43,54.153,59.25
2019-03-21,19.61,2854.88,19.07,24.83,51.9,28.76,225.69,57.339,59.76
2019-03-20,21.55,2824.23,18.54,24.61,51.55,28.08,219.27,56.078,59.15
2019-03-19,20.83,2832.57,18.83,25.26,52.56,28.31,218.3,56.445,58.87
2019-03-18,19.92,2832.94,18.88,25.83,53.05,28.14,215.74,56.902,59.09
2019-03-15,19.22,2822.48,18.62,24.52,52.89,27.93,216.21,55.096,59.03
2019-03-14,19.31,2808.48,18.55,24.39,52.83,27.89,210.87,55.353,59.2
2019-03-13,18.44,2810.92,19.3,25.12,52.9,28.13,209.89,54.668,59.67
2019-03-12,18.46,2791.52,19.32,30.43,52.67,28.11,205.97,54.996,59.16
2019-03-11,18.42,2783.3,19.06,29.93,52.79,27.62,204.72,55.969,58.92
2019-03-08,16.67,2743.07,18.41,28.46,51.52,27.05,201.74,55.165,58.24
2019-03-07,16.73,2748.93,18.13,29.09,51.27,27.84,203.89,56.058,58.27
2019-03-06,16.67,2771.45,18.0,29.99,51.07,29.03,207.81,56.018,57.74
2019-03-05,18.36,2789.65,19.64,30.78,52.14,29.35,210.8,58.262,58.11
2019-03-04,19.18,2792.81,19.84,31.14,52.66,28.89,213.41,59.096,58.08
2019-03-01,20.81,2803.69,20.18,29.99,52.5,28.73,215.93,60.932,58.4
2019-02-28,20.59,2784.49,19.52,29.94,51.56,27.71,211.03,61.25,58.67
2019-02-27,20.07,2792.38,19.7,28.56,51.89,25.97,208.97,61.518,58.48
2019-02-26,20.5,2793.9,19.15,29.14,51.97,26.59,207.74,60.875,58.91
2019-02-25,20.51,2796.11,19.12,29.01,52.8,26.19,210.1,62.132,59.21
2019-02-22,20.94,2792.67,18.4,29.38,52.94,25.95,209.18,62.112,58.29
2019-02-21,18.32,2774.88,18.02,28.5,53.12,24.27,205.99,61.299,56.53
2019-02-20,17.86,2784.7,18.1,29.33,53.85,24.68,211.44,60.61600000000001,53.48
2019-02-19,18.58,2779.76,18.13,29.09,52.74,24.64,211.32,60.181,53.32
2019-02-15,16.0,2775.6,17.92,27.52,52.63,23.96,210.26,59.775,54.03
2019-02-14,16.52,2745.73,17.61,27.03,52.18,24.33,206.94,56.804,53.93
2019-02-13,16.42,2753.03,17.28,27.01,51.16,24.61,210.39,55.813,53.41
2019-02-12,16.17,2744.73,17.35,26.95,51.42,24.68,209.5,54.664,53.26
2019-02-11,16.2,2709.8,16.92,26.74,50.21,24.28,206.64,55.643,52.19
2019-02-08,15.7,2707.88,15.66,25.95,49.99,23.99,207.74,57.397,51.73
2019-02-07,15.63,2706.05,13.3,26.51,49.81,23.98,206.81,58.804,51.29
2019-02-06,16.6,2731.61,13.84,28.0,50.78,25.11,208.83,64.282,51.93
2019-02-05,15.85,2737.7,13.81,30.33,52.83,25.42,207.98,64.628,51.84
2019-02-04,16.05,2724.87,14.35,29.93,52.79,24.29,203.16,64.548,51.53
2019-02-01,15.15,2706.53,14.3,28.96,52.98,24.63,205.38,63.361,50.92
2019-01-31,16.66,2704.1,14.12,29.21,52.93,24.85,212.78,63.658,50.63
2019-01-30,15.89,2681.05,13.62,28.82,52.94,24.64,207.68,63.648,50.14
2019-01-29,15.26,2640.0,13.2,30.19,52.75,23.52,204.29,63.39,49.58
2019-01-28,15.76,2643.85,13.18,29.0,53.07,23.72,205.7,63.232,49.84
2019-01-25,15.24,2664.76,13.72,29.5,53.62,23.63,208.85,63.37,50.08
2019-01-24,13.56,2642.33,13.05,28.74,53.46,22.1,206.16,62.548,49.51
2019-01-23,12.57,2638.7,12.81,26.67,52.85,21.97,201.64,62.003,49.27
2019-01-22,12.17,2632.9,13.1,25.17,54.08,21.68,201.31,61.449,49.64
2019-01-18,12.7,2670.71,14.52,24.99,54.74,23.26,200.87,61.755,50.06
2019-01-17,12.97,2635.96,14.63,24.54,54.13,22.14,196.9,60.4,49.74
2019-01-16,12.62,2616.1,14.51,25.14,53.57,22.33,197.24,59.517,49.32
2019-01-15,12.32,2610.3,14.66,24.41,53.44,22.25,196.01,58.19,49.36
2019-01-14,12.31,2582.61,14.22,24.37,52.89,22.04,189.79,58.032,49.92
2019-01-11,12.32,2596.26,14.87,26.16,53.54,22.88,192.91,58.715,50.66
2019-01-10,12.54,2596.64,15.0,26.38,53.26,23.4,192.72,58.15,50.6
2019-01-09,11.75,2584.96,14.76,25.54,52.77,23.69,192.22,57.665,50.3
2019-01-08,11.47,2574.41,14.5,24.0,51.97,22.95,189.29,56.724,49.63
2019-01-07,11.4,2549.69,14.11,23.21,51.07,22.76,186.89,55.743,48.83
2019-01-04,10.93,2531.94,13.18,22.69,51.14,22.27,187.43,54.357,48.56
2019-01-03,10.1,2447.89,12.05,21.52,49.15,20.35,178.02,52.733,46.89
2019-01-02,10.19,2510.03,13.12,22.21,50.99,21.27,182.46,52.584,47.68
2018-12-31,9.89,2506.85,12.42,22.44,49.7,20.93,186.02,53.227,47.78
2018-12-28,9.83,2485.74,11.94,22.06,49.11,21.71,185.88,52.791,47.52
2018-12-27,9.95,2488.83,11.97,21.9,49.16,21.7,187.95,53.357,47.82
2018-12-26,10.16,2467.7,11.96,21.51,48.4,21.1,185.6,52.198,47.43
2018-12-24,9.5,2351.1,10.74,21.3,45.53,19.75,176.18,50.364,44.94
2018-12-21,9.59,2416.62,11.21,21.13,47.2,21.08,184.94,51.405,45.9
2018-12-20,10.26,2467.42,12.87,21.49,48.8,19.91,185.04,52.237,46.86
2018-12-19,10.68,2506.96,13.45,22.32,50.2,20.17,183.9,53.545,47.04
2018-12-18,11.05,2546.16,13.73,23.0,51.43,21.04,187.57,55.703,46.96
2018-12-17,11.15,2545.94,13.96,22.18,51.5,21.35,183.79,55.051,47.19
2018-12-14,11.37,2599.95,14.32,23.1,52.12,22.17,190.27,55.853,48.04
2018-12-13,12.63,2650.54,14.8,22.58,53.52,22.71,194.97,55.823,49.38
2018-12-12,12.37,2651.07,15.19,22.65,53.19,21.89,199.73,55.367,49.26
2018-12-11,12.19,2636.78,13.62,20.81,51.54,20.91,196.47,54.782,48.56
2018-12-10,12.01,2637.72,13.66,20.11,52.69,20.51,196.0,55.091,48.34
2018-12-07,11.79,2633.08,13.13,20.61,52.52,20.93,190.01,54.605,47.28
2018-12-06,11.8,2695.95,13.63,22.54,52.83,21.23,199.69,55.497,49.04
2018-12-04,11.37,2700.06,13.53,23.32,52.41,21.45,196.8,55.595,49.28
2018-12-03,11.96,2790.37,15.09,23.97,56.2,22.01,206.36,60.121,50.74
2018-11-30,11.57,2760.17,14.52,22.96,56.92,21.23,203.76,60.606,51.18
2018-11-29,11.73,2737.76,14.61,22.44,56.77,20.97,201.12,58.467,51.71
2018-11-28,12.01,2743.79,14.8,22.9,57.18,21.38,202.41,60.42,51.74
2018-11-27,11.47,2682.17,13.42,22.45,56.19,20.84,194.4,57.823,49.99
2018-11-26,10.65,2673.45,13.5,21.22,55.23,20.46,196.7,65.559,50.19
2018-11-23,9.22,2632.56,13.0,22.5,54.54,19.27,192.65,63.518,48.73
2018-11-21,9.18,2649.93,12.95,23.66,56.56,20.34,193.49,63.528,50.09
2018-11-20,8.91,2641.89,12.3,23.14,55.56,19.49,192.16,63.618,47.3
2018-11-19,9.06,2690.73,12.21,19.84,56.19,21.11,193.52,65.094,48.54
2018-11-16,9.28,2736.27,13.39,20.83,56.8,23.05,201.37,67.639,51.01
2018-11-15,9.08,2730.2,12.98,20.38,56.32,24.2,200.57,65.27199999999999,50.8
2018-11-14,8.64,2701.58,12.06,19.15,55.55,22.76,196.69,63.32100000000001,49.82
2018-11-13,8.38,2722.18,12.47,17.15,54.9,22.39,198.84,64.529,48.82
2018-11-12,8.93,2726.22,12.83,17.22,53.58,22.01,198.82,66.134,49.27
2018-11-09,8.99,2781.01,14.49,18.31,54.51,21.7,207.17,68.40100000000001,50.27
2018-11-08,9.1,2806.83,15.35,19.28,54.75,22.4,209.67,68.709,50.44
2018-11-07,9.57,2813.89,16.01,20.72,56.13,24.07,209.79,69.035,50.8
2018-11-06,9.61,2755.45,14.79,19.64,54.11,23.6,202.27,66.896,50.03
2018-11-05,10.49,2738.31,14.48,20.05,52.65,24.15,201.45,65.203,50.36
2018-11-02,8.97,2723.06,14.49,20.37,52.27,24.05,204.91,65.124,50.29
2018-11-01,8.71,2740.37,14.22,20.34,53.72,25.45,205.06,65.243,50.16
2018-10-31,8.06,2711.74,12.72,17.65,50.73,23.52,212.12,64.984,48.91
2018-10-30,7.64,2682.63,12.46,17.2,50.34,22.38,210.22,64.192,48.5
2018-10-29,7.26,2641.25,12.25,17.37,49.19,21.98,203.91,63.222,47.04
2018-10-26,7.52,2658.69,12.66,18.2,49.73,22.58,203.45,64.658,47.26
2018-10-25,8.05,2705.57,12.57,18.56,50.85,22.56,210.78,64.708,48.41
2018-10-24,7.84,2656.1,11.98,17.32,50.33,21.76,206.95,63.292,46.33
2018-10-23,8.2,2740.69,12.96,18.51,53.24,23.23,218.12,64.529,49.85
2018-10-22,8.65,2755.88,12.98,19.95,55.13,23.54,219.78,65.143,50.48
2018-10-19,9.0,2767.78,13.05,18.68,55.95,23.01,218.4,65.183,49.28
2018-10-18,9.22,2768.78,13.35,18.8,56.5,23.33,224.33,66.738,49.76
2018-10-17,9.38,2809.21,13.49,19.99,56.3,23.68,228.49,68.561,50.99
2018-10-16,9.7,2809.92,13.87,20.81,57.18,24.63,225.79,69.738,51.08
2018-10-15,9.5,2750.79,13.15,21.11,55.51,24.14,216.9,67.906,50.22
2018-10-12,9.05,2767.13,13.11,21.62,54.63,24.45,222.42,67.03399999999999,50.38
2018-10-11,8.96,2728.37,12.88,20.82,54.47,23.48,214.11,66.34100000000001,49.05
2018-10-10,9.21,2785.68,12.64,20.33,57.05,22.71,217.21,67.253,49.96
2018-10-09,9.85,2880.34,13.76,22.34,57.05,23.78,223.9,69.263,51.46
2018-10-08,9.69,2884.43,13.75,21.19,57.04,23.89,224.29,69.333,51.26
2018-10-05,9.62,2885.57,14.74,21.78,56.13,23.62,229.24,70.067,51.89
2018-10-04,10.44,2901.61,15.33,22.7,56.03,24.32,231.11,70.66,51.74
2018-10-03,10.81,2925.51,18.56,26.28,55.41,25.14,239.36,70.908,52.76
2018-10-02,10.82,2923.43,19.7,25.66,55.21,24.9,242.38,70.35300000000001,51.23
2018-10-01,10.67,2924.59,19.21,27.69,56.49,25.49,248.92,71.601,52.63
2018-09-28,10.77,2913.98,19.17,26.29,56.41,26.09,249.66,72.35300000000002,51.53
2018-09-27,11.39,2914.0,19.0,26.33,56.3,25.43,248.68,71.017,51.12
2018-09-26,11.72,2905.97,19.11,26.06,57.17,25.2,244.39,70.67,51.65
2018-09-25,11.77,2915.56,19.37,26.94,58.0,24.54,245.84,71.561,51.52
2018-09-24,12.03,2919.37,18.7,26.49,58.19,24.51,242.71,70.373,51.42
2018-09-21,12.36,2929.67,17.77,25.6,57.97,26.49,241.13,71.36399999999998,52.58
2018-09-20,12.46,2930.75,18.88,24.65,58.02,26.93,242.02,70.22399999999999,56.13
2018-09-19,12.65,2907.95,18.58,23.0,57.32,26.92,240.9,71.165,55.58
2018-09-18,12.45,2904.31,18.84,22.64,58.46,25.75,245.22,72.79899999999998,64.17
2018-09-17,12.15,2888.8,18.21,24.36,58.15,25.73,242.94,72.94800000000002,63.73
2018-09-14,12.42,2904.98,18.91,26.34,57.5,27.11,247.94,74.73,64.83
2018-09-13,12.38,2904.18,18.33,29.96,57.66,27.76,249.29,73.444,66.03
2018-09-12,12.84,2888.92,19.13,23.04,58.14,27.63,245.65,74.384,66.24
2018-09-11,12.49,2887.89,19.82,23.57,59.44,27.09,242.43,75.028,66.45
2018-09-10,12.19,2877.13,20.3,19.74,58.83,26.53,246.11,74.78,65.91
2018-09-07,12.31,2871.68,19.74,19.57,55.72,26.95,242.55,74.73,65.53
2018-09-06,12.32,2878.05,19.39,19.11,55.5,27.25,244.26,74.334,65.1
2018-09-05,12.93,2888.6,14.1,18.8,54.9,26.3,245.65,74.13600000000002,64.68
2018-09-04,13.18,2896.72,15.31,20.75,54.94,29.43,251.0,74.681,64.9
2018-08-31,13.13,2901.52,14.76,19.35,55.49,31.3,254.04,74.979,64.31
2018-08-30,12.97,2901.13,14.4,17.99,54.93,31.0,253.48,74.334,64.39
2018-08-29,13.59,2914.04,14.68,21.15,55.32,31.95,254.46,76.01899999999998,64.12
2018-08-28,13.23,2897.52,14.73,19.54,55.07,32.16,251.7,75.979,64.07
2018-08-27,13.36,2896.74,14.74,19.17,54.79,32.67,251.34,75.583,63.79
2018-08-24,13.12,2874.69,14.69,17.22,54.36,31.4,249.5,74.842,62.73
2018-08-23,12.13,2856.98,14.39,18.31,54.26,31.39,245.97,73.508,62.99
2018-08-22,12.36,2861.82,14.39,18.4,56.11,32.34,245.89,72.51899999999998,63.0
2018-08-21,12.49,2862.96,14.1,18.75,55.74,32.8,242.52,72.618,62.47
2018-08-20,12.32,2857.05,14.17,18.95,54.66,33.04,242.48,72.37,61.67
2018-08-17,12.23,2850.13,14.51,19.0,54.8,32.22,243.5,73.654,60.98
2018-08-16,12.91,2840.69,14.33,19.04,54.8,31.97,243.26,73.21,60.82
2018-08-15,12.4,2818.37,14.75,17.7,54.13,32.36,241.57,71.579,60.06
2018-08-14,12.81,2839.96,16.35,19.0,54.87,33.87,243.37,73.063,59.51
2018-08-13,13.9,2821.93,16.3,19.44,53.9,35.07,240.57,72.618,59.3
2018-08-10,15.84,2833.28,16.89,19.51,54.69,35.79,243.52,72.222,60.23
2018-08-09,15.89,2853.58,16.51,20.0,55.27,36.02,244.63,70.343,60.0
2018-08-08,15.33,2857.7,16.12,20.27,55.54,36.0,246.22,71.134,59.37
2018-08-07,14.88,2858.45,15.1,20.89,55.68,36.5,245.52,66.389,59.16
2018-08-06,14.25,2850.4,14.24,20.16,55.14,35.9,242.91,66.488,58.51
2018-08-03,13.93,2840.35,14.54,19.07,55.76,36.17,242.64,65.943,57.43
2018-08-02,14.15,2827.22,15.32,19.66,55.39,36.29,240.8,67.872,57.8
2018-08-01,13.91,2813.36,15.14,20.31,54.47,36.28,236.15,67.921,57.57
2018-07-31,13.87,2816.29,14.57,22.59,53.75,35.86,244.93,67.328,57.39
2018-07-30,13.45,2802.6,14.0,22.5,52.9,35.16,237.76,65.747,56.21
2018-07-27,13.84,2818.82,16.07,24.6,52.81,36.21,241.27,66.983,56.94
2018-07-26,13.92,2837.44,17.44,26.7,53.28,36.64,247.98,68.316,58.12
2018-07-25,14.26,2846.07,16.89,,51.87,36.92,251.13,68.218,58.33
2018-07-24,13.77,2820.4,16.6,,51.61,35.31,248.07,67.822,57.37
2018-07-23,12.98,2806.98,16.51,,51.35,35.66,248.55,67.97,58.26
2018-07-20,13.31,2801.83,16.03,,50.87,35.51,248.14,68.119,58.98
2018-07-19,13.67,2804.49,16.31,,51.41,36.88,242.82,68.316,59.13
2018-07-18,13.69,2815.62,16.67,,51.02,37.53,239.1,68.365,59.32
2018-07-17,13.79,2809.55,16.45,,50.42,37.99,239.79,68.218,59.16
2018-07-16,14.05,2798.43,15.8,,52.38,38.04,237.92,68.169,58.43
2018-07-13,14.12,2801.31,16.41,,53.01,38.27,238.15,69.108,59.31
2018-07-12,13.85,2798.29,16.41,,52.76,38.52,237.46,69.058,58.88
2018-07-11,14.2,2774.02,16.42,,52.9,37.95,234.16,68.415,58.32
2018-07-10,14.52,2793.84,16.11,,53.57,38.59,234.1,68.61399999999999,58.71
2018-07-09,14.84,2784.17,16.4,,53.67,39.4,229.51,68.316,58.75
2018-07-06,13.96,2759.82,15.83,,53.22,39.46,225.53,67.575,58.01
2018-07-05,13.72,2736.61,15.3,,52.97,38.54,221.84,66.983,57.16
2018-07-03,14.04,2713.22,15.02,,51.64,38.38,218.82,66.043,57.34
2018-07-02,14.13,2726.71,14.87,,51.5,38.79,221.28,65.153,56.84
2018-06-29,13.77,2718.37,13.6,,51.73,38.95,217.94,63.472,56.56
2018-06-28,14.3,2716.31,12.95,,51.3,38.93,217.47,62.434,56.01
2018-06-27,13.98,2699.63,13.22,,50.76,38.39,212.74,62.039,55.17
2018-06-26,14.57,2723.06,13.32,,50.72,39.47,217.34,63.621,56.28
2018-06-25,13.9,2717.07,13.47,,50.03,39.18,217.49,63.027,58.3
2018-06-22,14.14,2754.88,13.26,,50.46,40.82,222.9,66.488,59.91
2018-06-21,14.15,2749.76,13.18,,50.21,40.82,221.91,65.747,59.57
