Date,JKS.csv,^SPX.csv,ARWR.csv,PDD.csv,GNRC.csv,JD.csv,IDXX.csv,CUB.csv,CPRT.csv
2016-06-07,21.6,2112.13,6.15,,38.46,22.01,88.81,40.872,24.67
2016-06-06,21.42,2109.41,6.24,,38.37,23.32,88.04,40.5,24.51
2016-06-03,21.07,2099.13,6.12,,37.62,22.98,88.1,39.639,24.41
2016-06-02,21.7,2105.26,6.17,,37.58,23.66,88.89,40.011,24.73
2016-06-01,21.66,2099.33,6.03,,37.78,23.79,88.22,40.07,24.68
2016-05-31,21.74,2096.96,6.13,,37.91,24.61,87.57,39.891,24.755
2016-05-27,22.71,2099.06,5.89,,37.7,24.25,90.07,40.46,24.435
2016-05-26,23.4,2090.1,5.84,,37.58,23.17,89.74,39.981,24.065
2016-05-25,23.75,2090.54,5.88,,37.43,22.98,90.08,39.599,21.93
2016-05-24,22.82,2076.06,5.74,,37.79,23.79,90.22,39.806,22.025
2016-05-23,21.86,2048.04,5.64,,36.86,22.89,88.12,38.887,21.675
2016-05-20,21.43,2052.32,5.42,,36.01,23.45,88.97,39.336,21.715
2016-05-19,20.76,2040.04,5.01,,35.04,23.11,88.18,38.3,21.33
2016-05-18,20.69,2047.63,4.99,,35.42,23.6,88.33,38.231,21.65
2016-05-17,20.75,2047.21,4.945,,35.39,23.88,87.23,37.909,21.575
2016-05-16,20.92,2066.66,5.09,,36.64,23.37,88.46,38.573,21.725
2016-05-13,20.67,2046.61,5.23,,35.27,22.64,86.67,37.889,21.365
2016-05-12,20.62,2064.11,5.33,,35.48,22.1,87.15,38.211,21.625
2016-05-11,21.27,2064.46,5.58,,34.95,23.13,87.12,38.319,21.68
2016-05-10,20.43,2084.39,5.72,,35.29,23.77,87.81,39.297,21.845
2016-05-09,19.6,2058.69,5.76,,34.82,23.43,87.19,38.66,21.6
2016-05-06,20.22,2057.14,5.6,,34.79,25.2,86.59,37.548,21.435
2016-05-05,20.5,2050.63,5.68,,34.66,24.85,86.13,38.073,21.5
2016-05-04,20.64,2051.12,5.74,,34.82,24.22,85.0,38.065,21.345
2016-05-03,21.04,2063.37,5.81,,37.43,24.4,85.15,38.593,21.245
2016-05-02,22.4,2081.43,6.02,,37.85,25.29,85.28,40.703,21.515
2016-04-29,22.27,2065.3,5.79,,38.12,25.56,84.35,40.646,21.415
2016-04-28,22.88,2075.81,5.92,,38.37,25.65,80.79,41.173,21.41
2016-04-27,23.49,2095.15,5.945,,38.74,25.34,81.93,41.986,21.375
2016-04-26,22.95,2091.7,6.01,,38.1,25.07,81.84,41.652,21.2
2016-04-25,22.2,2087.79,6.24,,37.86,27.43,81.22,40.627,21.115
2016-04-22,22.84,2091.58,6.26,,39.25,28.3,81.11,41.115,21.145
2016-04-21,22.25,2091.48,6.14,,38.18,28.79,80.73,40.293,21.08
2016-04-20,22.41,2102.4,6.14,,38.28,28.68,80.99,40.245,21.42
2016-04-19,21.88,2100.8,6.25,,38.49,28.85,80.32,40.254,21.235
2016-04-18,21.91,2094.34,6.43,,38.22,29.34,79.93,39.649,21.095
2016-04-15,20.93,2080.73,6.23,,38.22,29.88,79.73,39.649,21.085
2016-04-14,21.38,2082.78,6.18,,38.04,29.63,79.82,40.187,21.085
2016-04-13,21.58,2082.42,5.94,,38.02,29.58,80.45,39.931,21.055
2016-04-12,20.68,2061.72,5.26,,37.04,28.1,80.34,38.563,20.805
2016-04-11,20.29,2041.99,5.16,,36.86,27.28,80.33,38.72,20.46
2016-04-08,20.3,2047.6,5.19,,36.61,26.86,80.54,38.632,20.27
2016-04-07,19.78,2041.91,5.34,,36.39,26.51,80.48,38.877,20.23
2016-04-06,20.32,2066.66,5.25,,36.41,26.74,80.16,38.993,20.455
2016-04-05,19.74,2045.17,5.1,,36.47,26.52,79.19,38.857,20.26
2016-04-04,19.43,2066.13,5.03,,36.76,26.64,79.75,38.476,20.345
2016-04-01,20.2,2072.78,4.9,,37.64,26.76,79.37,38.887,20.595
2016-03-31,20.91,2059.74,4.82,,37.24,26.5,78.32,39.072,20.385
2016-03-30,20.59,2063.95,4.74,,37.62,27.24,77.75,39.052,20.805
2016-03-29,20.59,2055.01,4.91,,36.68,26.42,78.13,38.963,20.65
2016-03-28,19.81,2037.05,4.47,,35.93,25.82,75.86,37.615,20.21
2016-03-24,20.3,2035.94,4.57,,36.72,26.36,75.59,38.046,20.335
2016-03-23,20.55,2036.71,4.4,,37.12,26.74,75.46,39.111,20.34
2016-03-22,21.93,2049.8,4.82,,37.99,26.99,76.6,39.911,20.56
2016-03-21,22.89,2051.6,4.5,,37.77,26.96,76.16,39.737,20.69
2016-03-18,22.93,2049.58,4.53,,38.51,27.08,75.45,39.53,20.83
2016-03-17,23.13,2040.59,4.21,,38.04,27.03,74.62,38.613,20.37
2016-03-16,23.75,2027.22,4.21,,36.68,27.84,74.36,38.495,20.475
2016-03-15,22.74,2015.93,4.22,,36.4,27.16,77.04,37.761,20.24
2016-03-14,23.2,2019.64,4.51,,36.38,27.74,78.18,37.859,20.25
2016-03-11,23.32,2022.19,4.49,,35.63,27.83,78.15,37.672,20.2
2016-03-10,22.76,1989.57,4.35,,35.04,26.39,77.41,36.999,20.045
2016-03-09,23.72,1989.26,4.48,,34.92,26.34,77.91,37.34,20.07
2016-03-08,22.92,1979.26,4.59,,35.08,26.07,77.18,36.53,19.855
2016-03-07,24.05,2001.76,4.76,,35.96,26.14,77.77,37.158,19.955
2016-03-04,23.35,1999.99,4.33,,34.91,26.48,76.43,35.757,19.82
2016-03-03,23.69,1993.4,4.24,,35.34,25.59,75.5,35.727,19.945
2016-03-02,24.65,1986.45,4.43,,34.61,26.64,75.59,34.99,19.755
2016-03-01,24.18,1978.35,4.14,,34.99,26.5,75.48,34.718,19.695
2016-02-29,23.9,1932.23,3.89,,34.74,25.71,73.16,34.23,18.875
2016-02-26,23.55,1948.05,3.97,,34.83,25.41,73.48,34.268,19.255
2016-02-25,22.84,1951.7,3.86,,34.12,24.93,73.16,33.947,19.045
2016-02-24,22.97,1929.8,3.83,,34.62,25.68,72.06,33.869,18.385
2016-02-23,22.14,1921.27,3.88,,34.64,25.59,71.7,33.685,17.985
2016-02-22,22.42,1945.5,4.09,,34.12,26.32,71.42,33.41,18.105
2016-02-19,21.22,1917.78,3.94,,34.05,25.54,71.34,32.964,17.995
2016-02-18,20.93,1917.83,3.78,,33.98,25.33,70.63,32.681999999999995,17.875
2016-02-17,20.67,1926.82,3.94,,32.67,25.72,71.52,32.086,17.965
2016-02-16,20.2,1895.58,3.56,,32.75,24.98,69.41,33.227,17.765
2016-02-12,17.99,1864.78,3.36,,27.91,23.13,67.85,30.77,17.445
2016-02-11,17.12,1829.08,3.3,,28.28,22.9,67.23,30.8,17.15
2016-02-10,18.08,1851.86,3.21,,27.97,23.24,69.66,31.258000000000006,17.14
2016-02-09,17.81,1852.21,3.18,,27.92,22.88,68.49,30.002,17.055
2016-02-08,18.62,1853.44,3.24,,28.93,23.2,69.58,30.325,16.77
2016-02-05,20.08,1880.05,3.46,,28.75,23.64,71.04,33.439,16.59
2016-02-04,20.96,1915.45,3.69,,29.14,24.96,70.92,32.904,17.055
2016-02-03,19.78,1912.53,3.4,,28.41,23.81,71.46,39.267,16.67
2016-02-02,19.71,1903.03,3.25,,28.26,24.67,71.44,38.749,16.555
2016-02-01,20.19,1939.38,3.45,,29.4,25.59,71.4,39.391,16.77
2016-01-29,20.58,1940.24,3.48,,28.42,26.02,70.15,38.925,16.755
2016-01-28,19.83,1893.36,3.48,,27.75,25.37,64.67,38.301,16.615
2016-01-27,20.48,1882.95,3.63,,27.99,25.38,65.19,38.584,16.565
2016-01-26,20.58,1903.63,3.735,,27.89,27.0,65.79,38.963,17.085
2016-01-25,20.24,1877.08,3.84,,27.26,27.03,65.87,38.594,16.735
2016-01-22,20.81,1906.9,4.19,,30.57,27.27,66.36,39.686,17.035
2016-01-21,19.2,1868.99,4.0,,29.16,26.69,65.58,39.353,16.505
2016-01-20,19.27,1859.33,3.98,,28.56,26.38,66.43,40.805,16.575
2016-01-19,18.77,1881.33,3.84,,27.27,27.41,66.95,40.543,16.65
2016-01-15,18.14,1880.33,4.58,,27.35,26.99,67.12,41.08600000000001,16.855
2016-01-14,20.28,1921.84,4.79,,28.03,28.12,68.1,42.375,17.39
2016-01-13,20.43,1890.28,4.65,,28.74,27.1,67.4,41.545,17.255
2016-01-12,21.4,1938.68,4.98,,30.2,28.205,69.26,42.996,17.585
2016-01-11,21.49,1923.67,5.04,,29.04,27.03,68.47,43.172,17.565
2016-01-08,22.2,1922.03,5.36,,28.0,27.62,69.1,43.679,17.545
2016-01-07,20.85,1943.09,5.3,,28.03,27.95,69.81,45.139,17.83
2016-01-06,25.76,1990.26,5.45,,28.58,29.76,71.32,46.044,18.525
2016-01-05,26.02,2016.71,5.87,,28.64,30.0,71.83,46.63,18.87
2016-01-04,27.27,2012.66,5.98,,28.91,29.53,71.12,46.173,18.835
2015-12-31,27.67,2043.94,6.15,,29.77,32.265,72.92,46.024,19.005
2015-12-30,27.78,2063.36,6.13,,30.56,32.08,73.97,46.523,19.06
2015-12-29,28.25,2078.36,6.2,,30.89,32.65,74.3,46.3,19.41
2015-12-28,28.09,2056.5,6.19,,30.39,31.89,74.16,45.773,19.185
2015-12-24,29.48,2060.99,6.2,,30.86,32.58,72.95,46.014,19.145
2015-12-23,28.52,2064.29,6.08,,30.4,32.54,72.47,46.034,19.45
2015-12-22,27.68,2038.97,5.99,,29.49,32.53,72.2,45.267,19.395
2015-12-21,28.47,2021.15,6.1,,28.92,32.5,71.34,44.67100000000001,19.28
2015-12-18,26.92,2005.55,5.98,,28.46,32.65,69.96,44.242,19.055
